timeMs,evt,a,b,c,d,s
293471,5,-0.425425430997886,-1.5,0.0608286843341623,-1.86459674666372,
296588,1,2,28.9,28.2057551794339,-1.96917228369499,CL
296588,5,-0.551438794858478,-1.5,0.0822665111634877,-1.96917228369499,
300402,1,2,23.6,26.1558547388432,-1.60981050515273,CL
300402,5,-0.0389636847108115,-1.5,-0.0708468204419209,-1.60981050515273,
300402,2,2,0,23.6,0,MEDIUM
302192,1,0,16.8,22.560732910031,1.58411495037626,CL
302192,5,0.85981677249225,1.5,-0.775701822115986,1.58411495037626,
303742,1,0,19.4,21.4534048129399,1.79462171965402,CL
303742,5,1.13664879676502,1.5,-0.842027077111009,1.79462171965402,
303742,2,0,2,19.4,0,LOW
307512,1,2,23.9,22.4836045230996,1.7741571882136,CL
307512,5,0.879098869225095,1.5,-0.604941681011492,1.7741571882136,
310478,1,2,30.3,25.7494324344264,1.29641040733932,CL
310478,5,0.0626418913933957,1.5,-0.266231484054074,1.29641040733932,
313492,1,2,29.9,27.4857811896251,-1.96867390096962,CL
313492,5,-0.371445297406277,-1.5,-0.0972286035633465,-1.96867390096962,
316476,1,2,30.2,28.6189692740015,-2.1569793290593,CL
316476,5,-0.654742318500384,-1.5,-0.00223701055891536,-2.1569793290593,
316476,2,2,0,30.2,0,MEDIUM
317474,1,0,30.1,29.1239042355007,-2.18177867502248,CL
317474,5,-0.780976058875183,-1.5,0.0991973838527068,-2.18177867502248,
318484,1,0,29.7,29.3004703182257,-2.21044645592926,CL
318484,5,-0.825117579556413,-1.5,0.11467112362715,-2.21044645592926,
319484,1,0,30,29.5026406275266,-2.24348919611974,CL
319484,5,-0.875660156881639,-1.5,0.132170960761901,-2.24348919611974,
320183,4,0,30,26,0,MEDIUM
321339,1,0,26,27.8907165815844,-1.59453582907922,CL
321339,5,-0.472679145396105,-1.5,0.378143316316884,-1.59453582907922,
322346,1,0,29.8,28.6272365105052,-1.70699048878864,CL
322346,5,-0.656809127626299,-1.5,0.449818638837662,-1.70699048878864,
323341,1,0,30.2,29.1410834486222,-1.82264656346202,CL
323341,5,-0.785270862155552,-1.5,0.462624298693532,-1.82264656346202,
324347,1,0,29.8,29.3383527064528,-1.92503488609226,CL
324347,5,-0.834588176613205,-1.5,0.409553290520948,-1.92503488609226,
325399,1,0,28.5,29.0968689226574,-1.99487135500668,CL
325399,5,-0.774217230664355,-1.5,0.279345875657679,-1.99487135500668,
326881,1,0,20.2,26.3945318433208,-1.91562367617138,CL
326881,5,-0.0986329608301881,-1.5,-0.316990715341191,-1.91562367617138,
328300,1,0,21.1,24.7624131689739,1.2293804006142,CL
328300,5,0.30939670775652,1.5,-0.580016307142319,1.2293804006142,
329325,1,0,29.3,26.0835983009159,0.0253498917065505,CL
329325,5,-0.0208995752289836,0.246025486260987,-0.199776019325452,0.0253498917065505,
330399,1,0,27.9,26.6012387111301,-1.70660241120005,CL
330399,5,-0.150309677782518,-1.5,-0.0562927334175343,-1.70660241120005,
331615,1,0,24.7,26.0516735868641,-1.66786560830325,CL
331615,5,-0.0129183967160253,-1.5,-0.154947211587222,-1.66786560830325,
333071,1,0,20.6,24.3999856780829,1.44570822945326,CL
333071,5,0.400003580479283,1.5,-0.454295351026024,1.44570822945326,
334578,1,0,19.9,22.9956055221567,1.60678630745477,CL
334578,5,0.751098619460827,1.5,-0.644312312006055,1.60678630745477,
334578,2,0,2,19.9,0,LOW
338096,1,2,25.6,24.0347513569186,1.54513870014963,CL
338096,5,0.491312160770341,1.5,-0.446173460620714,1.54513870014963,
341175,1,2,29.2,26.1738957001467,-1.75780307065138,CL
341175,5,-0.0434739250366825,-1.5,-0.214329145614698,-1.75780307065138,
344331,1,2,28.5,27.1552301810009,-1.89484856301837,CL
344331,5,-0.288807545250218,-1.5,-0.106041017768149,-1.89484856301837,
347296,1,2,30.4,28.5117262955763,-2.12233131380356,CL
347296,5,-0.627931573894068,-1.5,0.00560026009050716,-2.12233131380356,
347296,2,2,0,30.4,0,MEDIUM
348729,1,0,20.9,25.7750735638571,1.0133812707643,CL
348729,5,0.0562316090357209,1.5,-0.542850338271425,1.0133812707643,
350413,1,0,17.8,23.0195241571967,1.2597288087516,CL
